data,probabilidade_evento_atipico,is_temperatura_abaixo_media,temperatura_abaixo_media_obtida,temperatura_minima_media,is_temperatura_acima_media,temperatura_acima_media_obtida,temperatura_maxima_media,is_precipitacao_acima_media,precipitacao_acima_media_obtida,precipitacao_media,is_vento_acima_media,vento_acima_media_obtido,vento_media,media_utilizada
04/11,7.69,False,,16.9,False,,24.5,True,11.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
07/11,7.69,False,,16.9,False,,24.5,True,10.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
09/11,7.69,False,,16.9,False,,24.5,True,10.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
10/11,7.69,False,,16.9,False,,24.5,True,17.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
12/11,7.69,False,,16.9,False,,24.5,True,7.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
14/11,7.69,False,,16.9,False,,24.5,True,12.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
16/11,7.69,False,,16.9,False,,24.5,True,19.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
17/11,15.38,False,,16.9,True,30.62,24.5,True,12.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
18/11,7.69,False,,16.9,False,,24.5,True,14.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
21/11,7.69,False,,16.9,False,,24.5,True,7.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
22/11,7.69,False,,16.9,False,,24.5,True,7.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
29/11,7.69,False,,16.9,False,,24.5,True,23.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
30/11,7.69,False,,16.9,False,,24.5,True,7.0,4.9,False,,6.0,"Temperatura Mínima: 16.9°C, Temperatura Máxima: 24.5°C, Precipitação: 4.903225806451613 mm, Vento Médio: 6 m/s"
02/12,7.69,False,,18.5,False,,26.5,True,20.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
03/12,7.69,False,,18.5,False,,26.5,True,23.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
04/12,7.69,False,,18.5,False,,26.5,True,23.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
06/12,7.69,False,,18.5,False,,26.5,True,11.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
07/12,7.69,False,,18.5,False,,26.5,True,26.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
08/12,7.69,False,,18.5,False,,26.5,True,29.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
09/12,7.69,True,13.88,18.5,False,,26.5,False,,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
12/12,7.69,False,,18.5,False,,26.5,True,19.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
13/12,7.69,False,,18.5,False,,26.5,True,14.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
14/12,7.69,False,,18.5,False,,26.5,True,24.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
15/12,7.69,False,,18.5,False,,26.5,True,44.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
16/12,7.69,False,,18.5,False,,26.5,True,26.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
20/12,7.69,False,,18.5,False,,26.5,True,23.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
21/12,7.69,False,,18.5,False,,26.5,True,51.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
22/12,7.69,False,,18.5,False,,26.5,True,8.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
23/12,7.69,False,,18.5,False,,26.5,True,55.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
24/12,7.69,False,,18.5,False,,26.5,True,47.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
25/12,7.69,False,,18.5,False,,26.5,True,14.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
26/12,7.69,False,,18.5,False,,26.5,True,9.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
29/12,7.69,False,,18.5,False,,26.5,True,59.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
30/12,7.69,False,,18.5,False,,26.5,True,13.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
31/12,7.69,False,,18.5,False,,26.5,True,27.0,5.97,False,,11.0,"Temperatura Mínima: 18.5°C, Temperatura Máxima: 26.5°C, Precipitação: 5.967741935483871 mm, Vento Médio: 11 m/s"
